player_id,full_name,first_name,last_name,nickname,birthday,birthdate,birthplace,total_matches,total_points
10720,Fred Norden,Fred,Norden,NA,NA,NA,NA,26,24
13128,Ernie McLean,Ernie,McLean,NA,NA,NA,NA,5,-
10728,Ken Foord,Ken,Foord,NA,NA,NA,"Paddington, New South Wales, Australia",66,87
10723,Graham Tonks,Graham,Tonks,NA,1940-09-07,07-09,NA,5,3
12520,Paul Hatton,Paul,Hatton,NA,NA,NA,NA,3,-
10725,John Pollard,John,Pollard,NA,NA,NA,NA,19,15
6012,Billy Smith,Billy,Smith,NA,1942-07-12,12-07,"Fremantle, Western Australia, Australia",234,161
10727,Gil MacDougall,Gil,MacDougall,NA,NA,NA,NA,89,57
11877,Col Corby,Col,Corby,NA,NA,NA,NA,2,-
11662,Ron Brown,Ron,Brown,NA,NA,NA,NA,1,-
10730,Dick Mulheron,Dick,Mulheron,NA,NA,NA,NA,11,76
12105,Brian Devine,Brian,Devine,NA,1941-06-08,08-06,NA,5,-
10733,Ray Pickard,Ray,Pickard,NA,NA,NA,NA,29,6
34659,Carlo Steele,Carlo,Steele,NA,NA,NA,NA,1,-
34658,R Smith,R,Smith,NA,NA,NA,NA,1,-
10732,Col Sandercock,Col,Sandercock,NA,NA,NA,NA,16,6
10764,Morrie Power,Morrie,Power,NA,NA,NA,NA,5,3
11892,Tom Craigie,Tom,Craigie,NA,1937-01-22,22-01,NA,3,-
10735,Dinny O'Bryan,Dinny,O'Bryan,NA,NA,NA,NA,83,72
10739,John Oakley,John,Oakley,NA,NA,NA,NA,98,30
12934,Garry MacDougall,Garry,MacDougall,NA,NA,NA,NA,42,-
12261,Ian Fearnley,Ian,Fearnley,NA,NA,NA,NA,11,-
10744,Fred Booth,Fred,Booth,NA,NA,NA,NA,7,3
5977,Ian Walsh,Ian,Walsh,Abdul,1933-03-20,20-03,"Bogan Gate, New South Wales, Australia",94,12
12319,Ian Foye,Ian,Foye,NA,NA,NA,NA,17,-
5968,Elton Rasmussen,Elton,Rasmussen,NA,1936-07-27,27-07,"Maryborough, Queensland, Australia",125,161
5991,Michael Cleary,Michael,Cleary,NA,1940-04-30,30-04,"Randwick, New South Wales, Australia",152,281
12062,Dave Woods,Dave,Woods,NA,NA,NA,NA,4,3
10747,Mike Jackson,Mike,Jackson,NA,NA,NA,NA,47,45
3314,John Robinson,John,Robinson,NA,1940-06-21,21-06,NA,37,76
10750,Henry Morris,Henry,Morris,NA,NA,NA,NA,18,3
5987,Bob Gehrke,Bob,Gehrke,NA,1938-04-25,25-04,NA,4,-
10756,Denis Cubis,Denis,Cubis,NA,NA,NA,NA,93,84
11691,Denis Burke,Denis,Burke,NA,NA,NA,NA,13,-
10743,Len Diett,Len,Diett,NA,1939-08-27,27-08,"Sydney, New South Wales, Australia",46,21
10734,Gary Williams,Gary,Williams,NA,NA,NA,NA,9,19
10878,Terry Gallagher,Terry,Gallagher,NA,1942-08-05,05-08,NA,28,9
13305,Ken Potter,Ken,Potter,NA,NA,NA,NA,3,-
5982,Ron Crowe,Ron,Crowe,NA,1932-11-19,19-11,NA,15,-
12522,Ian Hay,Ian,Hay,NA,NA,NA,NA,2,-
10738,Albert Masula,Albert,Masula,NA,NA,NA,NA,2,7
26264,Bill McCarthy,Bill,McCarthy,NA,1943-03-06,06-03,NA,14,-
12591,Wally Hourn,Wally,Hourn,NA,1941-07-19,19-07,"Gundagai, New South Wales, Australia",3,6
10785,Bob McGuinness,Bob,McGuinness,NA,1942-08-10,10-08,"Concord, New South Wales, Australia",95,27
6026,Johnny Greaves,Johnny,Greaves,NA,1943-05-08,08-05,"Portland, New South Wales, Australia",133,207
11937,Wally Watsford,Wally,Watsford,NA,1936-07-17,17-07,NA,3,-
12267,Graeme Ferguson,Graeme,Ferguson,NA,NA,NA,NA,8,-
10757,Tony Stavrianos,Tony,Stavrianos,NA,1940-04-07,07-04,NA,12,9
12465,Don Hall,Don,Hall,NA,NA,NA,NA,6,-
10748,Ron Cooper,Ron,Cooper,NA,NA,NA,NA,4,2
34661,Bruce Cartner,Bruce,Cartner,NA,NA,NA,NA,1,-
13430,Bill Russell,Bill,Russell,NA,1939-09-09,09-09,NA,3,-
10746,Leo Toohey,Leo,Toohey,NA,1940-06-16,16-06,NA,137,53
10765,John Bissett,John,Bissett,NA,1940-02-22,22-02,NA,40,6
5996,Jimmy Lisle,Jimmy,Lisle,NA,1939-09-09,09-09,"Grafton, New South Wales, Australia",100,21
12535,Trevor Heiler,Trevor,Heiler,NA,1938-12-27,27-12,NA,6,-
10771,John Burns,John,Burns,NA,NA,NA,NA,20,12
6001,Ken Thornett,Ken,Thornett,The Mayor,1937-11-27,27-11,"Waverley, New South Wales, Australia",130,63
10949,Geoff Waldie,Geoff,Waldie,NA,1942-04-19,19-04,NA,59,3
34663,R O'Sullivan,R,O'Sullivan,NA,NA,NA,NA,1,-
24764,Bob Laird,Bob,Laird,NA,NA,NA,NA,3,-
10775,Bob Ridley,Bob,Ridley,NA,NA,NA,NA,38,21
10880,Paul Gibson,Paul,Gibson,NA,1944-01-19,19-01,"Young, New South Wales, Australia",55,51
13414,Carl Ross,Carl,Ross,NA,1940-04-14,14-04,"Lidcombe, New South Wales, Australia",3,-
10758,Jim Matthews,Jim,Matthews,NA,1938-01-25,25-01,NA,87,145
6048,Brian James,Brian,James,NA,1943-04-09,09-04,"Sydney, New South Wales, Australia",95,111
10753,Frank McGarry,Frank,McGarry,NA,NA,NA,NA,11,6
12961,Harry Marcellos,Harry,Marcellos,NA,NA,NA,NA,4,-
10781,Jim Cody,Jim,Cody,NA,1943-06-28,28-06,"Strathfield, New South Wales, Australia",128,27
10752,Greg McMillan,Greg,McMillan,NA,1938-07-11,11-07,NA,32,212
10774,Geoff Meaney,Geoff,Meaney,NA,NA,NA,NA,10,9
10751,Peter Matson,Peter,Matson,NA,NA,NA,NA,11,54
10754,Roger Sheedy,Roger,Sheedy,NA,1939-11-21,21-11,NA,2,9
6038,Brian Moore,Brian,Moore,NA,1944-04-19,19-04,"Sydney, New South Wales, Australia",173,270
12962,Don Margan,Don,Margan,NA,1936-03-09,09-03,NA,3,-
34665,Dave Walker,Dave,Walker,NA,NA,NA,NA,1,-
34662,Laurie Neale,Laurie,Neale,NA,NA,NA,NA,1,-
10966,Warren Thompson,Warren,Thompson,NA,1944-01-04,04-01,NA,48,33
10788,Bill Cane,Bill,Cane,NA,NA,NA,NA,41,18
12589,Bob Hough,Bob,Hough,NA,NA,NA,NA,5,-
12107,Norm Dhu,Norm,Dhu,NA,NA,NA,NA,1,-
10795,Eric Barnes,Eric,Barnes,NA,1940-10-17,17-10,"Sydney, New South Wales, Australia",69,12
10825,Dennis Lee,Dennis,Lee,NA,NA,NA,NA,30,15
10766,Ted Allard,Ted,Allard,NA,NA,NA,NA,2,3
34664,D Perry,D,Perry,NA,NA,NA,NA,1,-
10913,Dave Cooper,Dave,Cooper,NA,NA,NA,NA,96,45
12241,Laurie Trim,Laurie,Trim,NA,NA,NA,NA,18,-
10762,Clive Crawley,Clive,Crawley,NA,NA,NA,NA,2,2
11926,Roger Ward,Roger,Ward,NA,NA,NA,NA,2,-
10770,George Evans,George,Evans,NA,1941-01-28,28-01,NA,67,33
12318,Arch Foy,Arch,Foy,NA,NA,NA,NA,1,-
10839,Fred Yakich,Fred,Yakich,NA,NA,NA,NA,40,42
11567,Neil Bertoli,Neil,Bertoli,NA,1940-12-22,22-12,NA,1,-
10768,Kevin McDonald,Kevin,McDonald,NA,NA,NA,NA,6,36
10919,Jim Schroder,Jim,Schroder,NA,NA,NA,NA,32,67
10803,Doug Walkaden,Doug,Walkaden,NA,NA,NA,NA,104,26
6002,Les Johns,Les,Johns,Golden Boy,1942-07-22,22-07,"Newcastle, New South Wales, Australia",103,545
7399,Alan Skene,Alan,Skene,NA,1932-10-02,02-10,"Cape Town, Western Cape, South Africa",16,6
10773,Dave Perrin,Dave,Perrin,NA,NA,NA,NA,2,4
12484,Neville Hannah,Neville,Hannah,Neville,1936-10-02,02-10,"Cessnock, New South Wales, Australia",8,-
10772,Heinz Blume,Heinz,Blume,NA,NA,NA,NA,15,3
6059,Bob McCarthy,Bob,McCarthy,NA,1944-08-05,05-08,"Surry Hills, New South Wales, Australia",251,358
5989,Bill Owen,Bill,Owen,NA,1936-02-11,11-02,NA,31,9
6039,John Sattler,John,Sattler,Satts,1942-07-26,26-07,"Cessnock, New South Wales, Australia",195,36
10902,John Hynes,John,Hynes,NA,NA,NA,NA,51,3
10787,Brian Dunlop,Brian,Dunlop,NA,NA,NA,NA,33,27
37261,B Gleeson,B,Gleeson,NA,NA,NA,NA,1,-
5999,Graeme Langlands,Graeme,Langlands,NA,1941-09-02,02-09,"Wollongong, New South Wales, Australia",227,"1,554"
6003,Dick Thornett,Dick,Thornett,NA,1940-09-23,23-09,"Sydney, New South Wales, Australia",169,176
7398,Fred Griffiths,Fred,Griffiths,NA,NA,NA,"Rhodesia, South Africa",67,590
6043,Ron Saddler,Ron,Saddler,NA,1942-03-14,14-03,"Lake Cargelligo, New South Wales, Australia",118,92
10812,Bob Hannon,Bob,Hannon,NA,1942-04-01,01-04,NA,10,3
10819,Ross Warner,Ross,Warner,NA,1943-11-10,10-11,"Tamworth, New South Wales, Australia",185,42
13480,Barry Connors,Barry,Connors,NA,NA,NA,NA,2,-
10780,Ross Everingham,Ross,Everingham,NA,NA,NA,NA,9,6
10797,Ray Dawson,Ray,Dawson,NA,NA,NA,NA,23,3
10855,Doug McManus,Doug,McManus,NA,NA,NA,NA,27,3
10777,Cliff Boyd,Cliff,Boyd,NA,1941-11-19,19-11,NA,70,18
11776,Greg Christensen,Greg,Christensen,NA,NA,NA,NA,5,-
12625,Fred Jackson,Fred,Jackson,Facetreader,1941-04-17,17-04,NA,2,-
11591,Peter Bloomfield,Peter,Bloomfield,NA,NA,NA,NA,6,-
13312,Athol Preston,Athol,Preston,NA,NA,NA,NA,12,-
10778,Terry Hayes,Terry,Hayes,NA,NA,NA,NA,1,3
6035,Kevin Goldspink,Kevin,Goldspink,NA,1941-11-16,16-11,"Tumbarumba, New South Wales, Australia",129,27
10782,Ian Bugden,Ian,Bugden,NA,1944-09-26,26-09,NA,11,3
6015,John Morgan,John,Morgan,NA,1941-03-19,19-03,NA,115,63
10856,Robin Gourley,Robin,Gourley,NA,1935-11-19,19-11,NA,36,21
10786,Derek Hallas,Derek,Hallas,NA,NA,NA,NA,44,38
11805,John Coleman,John,Coleman,NA,NA,NA,NA,10,-
17312,Gerry McGarry,Gerry,McGarry,NA,NA,NA,NA,1,-
10796,Terry Matthews,Terry,Matthews,NA,1940-07-14,14-07,NA,55,12
10956,Don Hobson,Don,Hobson,NA,1943-05-15,15-05,NA,27,3
10792,Arthur Branighan,Arthur,Branighan,NA,1943-02-28,28-02,"Redfern, New South Wales, Australia",93,63
10794,Pat Donoghue,Pat,Donoghue,NA,NA,NA,NA,26,15
12487,Ken Hannon,Ken,Hannon,NA,NA,NA,NA,14,-
10791,Terry Johnston,Terry,Johnston,NA,NA,NA,NA,19,29
13294,Rod Pilon,Rod,Pilon,NA,NA,NA,NA,3,-
10832,Rick Baber,Rick,Baber,NA,NA,NA,NA,9,6
10793,Pat Byrne,Pat,Byrne,NA,NA,NA,NA,10,9
13127,Bob McLaughlin,Bob,McLaughlin,NA,NA,NA,"Concord, New South Wales, Australia",3,-
13384,Barry Robinson,Barry,Robinson,NA,1941-05-29,29-05,NA,3,-
8601,Kevin Smith,Kevin,Smith,NA,NA,NA,NA,9,3
12037,Tom Wilson,Tom,Wilson,NA,NA,NA,NA,26,-
10809,Reg Hatton,Reg,Hatton,NA,1942-01-28,28-01,NA,73,81
11919,Warwick Walters,Warwick,Walters,NA,NA,NA,NA,1,-
11047,Ken Stonestreet,Ken,Stonestreet,NA,1942-01-29,29-01,"Sydney, New South Wales, Australia",142,26
10799,Rob Cameron,Rob,Cameron,NA,NA,NA,NA,86,48
10948,Ron Cowie,Ron,Cowie,NA,NA,NA,NA,35,6
10814,Alan Ross,Alan,Ross,NA,1945-12-19,19-12,NA,16,26
10816,Kevin Ashley,Kevin,Ashley,NA,1941-07-06,06-07,NA,105,163
10802,Garry Leo,Garry,Leo,NA,NA,NA,NA,173,89
2518,Greg Davies,Greg,Davies,NA,1941-02-01,01-02,NA,14,12
28028,Max Burgmann,Max,Burgmann,NA,NA,NA,NA,1,-
10800,Robert McKenzie,Robert,McKenzie,NA,NA,NA,NA,4,3
10801,Bruce Pollard,Bruce,Pollard,NA,1945-01-09,09-01,"Sydney, New South Wales, Australia",66,72
13172,Ray Newtown,Ray,Newtown,NA,1939-06-02,02-06,NA,2,-
13150,Ron McPherson,Ron,McPherson,NA,NA,NA,NA,2,-
12015,John Willmott,John,Willmott,NA,NA,NA,NA,3,-
1138,Peter Kelly,Peter,Kelly,NA,1940-01-28,28-01,NA,13,52
13391,Kevin Robinson,Kevin,Robinson,NA,1940-10-15,15-10,NA,3,-
14234,Mick Ogg,Mick,Ogg,NA,NA,NA,NA,1,-
12396,Rod Gorman,Rod,Gorman,NA,1944-02-27,27-02,NA,13,-
37262,J Zarb,J,Zarb,NA,NA,NA,NA,1,-
10840,Alec Tennant,Alec,Tennant,NA,NA,NA,NA,116,93
10834,Malcolm Condon,Malcolm,Condon,Taxi,1942-05-17,17-05,NA,7,3
10822,Bruce Olive,Bruce,Olive,NA,1930-08-28,28-08,NA,69,3
6749,John Butterfield,John,Butterfield,NA,1932-01-18,18-01,"Taylorville, West Coast, New Zealand",10,-
629,Paul Quinn,Paul,Quinn,NA,1938-03-28,28-03,"Gerringong, New South Wales, Australia",61,9
6005,Barry Rushworth,Barry,Rushworth,NA,NA,NA,NA,140,75
11890,John Cox,John,Cox,NA,NA,NA,NA,8,12
10808,Bernie De Witt,Bernie,De Witt,NA,NA,NA,NA,36,15
10811,Ivor Lingard,Ivor,Lingard,NA,NA,NA,NA,104,78
10805,Barry Leaney,Barry,Leaney,NA,NA,NA,NA,94,12
10844,Paul Hassab,Paul,Hassab,NA,NA,NA,NA,24,3
10831,Ralph Harding,Ralph,Harding,NA,NA,NA,NA,30,9
12391,Col Goldspink,Col,Goldspink,Fish,1938-05-24,24-05,"Tumbarumba, New South Wales, Australia",11,-
10830,Lionel Simmons,Lionel,Simmons,NA,NA,NA,NA,4,3
10804,Bill Yeomans,Bill,Yeomans,NA,NA,NA,NA,4,6
10884,John Ambrum,John,Ambrum,NA,NA,NA,"Cairns, Queensland, Australia",14,3
6016,Lloyd Weier,Lloyd,Weier,NA,1938-10-06,06-10,"Laidley, Queensland, Australia",115,39
12935,Graeme MacDougall,Graeme,MacDougall,NA,1940-01-25,25-01,"Sydney, New South Wales, Australia",2,-
13184,Ken Noble,Ken,Noble,NA,NA,NA,NA,7,-
10806,Ken Owens,Ken,Owens,NA,1941-08-26,26-08,NA,60,14
10813,Dan McCaig,Dan,McCaig,NA,1940-11-29,29-11,NA,21,12
6042,Kevin Junee,Kevin,Junee,NA,1943-08-01,01-08,NA,197,296
12741,Jeff Skene,Jeff,Skene,NA,1942-02-08,08-02,NA,17,-
6037,Ron Coote,Ron,Coote,Solid,1944-10-25,25-10,"Kingsford, New South Wales, Australia",257,264
36951,Jock Campbell,Jock,Campbell,NA,NA,NA,NA,1,-
12699,Frank Scrivener,Frank,Scrivener,NA,NA,NA,NA,2,-
10807,Fred Pickup,Fred,Pickup,NA,NA,NA,NA,47,48
10815,Dennis Laverty,Dennis,Laverty,NA,NA,NA,"Nowra, New South Wales, Australia",2,3
12230,Garry Toole,Garry,Toole,NA,NA,NA,NA,33,-
6022,Bill Bradstreet,Bill,Bradstreet,NA,1945-06-29,29-06,"Sydney, New South Wales, Australia",111,150
6050,Ron Costello,Ron,Costello,NA,1942-11-07,07-11,"Shellharbour, New South Wales, Australia",79,36
38640,John Armstrong,John,Armstrong,Jack,1945-11-04,04-11,"Summer Hill, New South Wales, Australia",137,86
6177,Nat Silcock,Nat,Silcock,NA,1927-11-25,25-11,NA,13,-
10827,Roger Pearman,Roger,Pearman,NA,1939-09-05,05-09,NA,19,9
5994,George Smith,George,Smith,NA,1930-09-30,30-09,NA,22,3
10824,Kerry Burke,Kerry,Burke,NA,NA,NA,NA,63,28
6055,Dennis Ward,Dennis,Ward,NA,1944-01-27,27-01,"Cootamundra, New South Wales, Australia",106,150
11854,Arthur Connell,Arthur,Connell,NA,1942-06-20,20-06,NA,1,-
10817,Doug Page,Doug,Page,NA,1942-02-19,19-02,"Mayfield, New South Wales, Australia",29,18
7401,Colin Greenwood,Colin,Greenwood,NA,1936-01-25,25-01,"Cape Town, Western Cape, South Africa",79,72
12798,John Kearns,John,Kearns,Comanche,1944-06-16,16-06,"Ashfield, New South Wales, Australia",9,3
10821,Hal Browne,Hal,Browne,NA,NA,NA,NA,73,81
10820,Ron Clothier,Ron,Clothier,NA,NA,NA,NA,54,30
12813,Pat Kelly,Pat,Kelly,NA,NA,NA,NA,13,-
10926,Roy Ferguson,Roy,Ferguson,Ringo,1945-03-16,16-03,"Wyong, New South Wales, Australia",201,164
6280,Dick Huddart,Dick,Huddart,NA,1936-06-22,22-06,England,78,48
10864,Norm Henderson,Norm,Henderson,NA,NA,NA,NA,66,21
12658,Peter Jones,Peter,Jones,NA,1942-08-15,15-08,"Gundagai, New South Wales, Australia",75,30
10863,Ken McMullen,Ken,McMullen,NA,1941-04-16,16-04,"Wagga Wagga, New South Wales, Australia",22,13
6765,Trevor Kilkelly,Trevor,Kilkelly,NA,NA,NA,NA,5,-
10881,David Knox,David,Knox,NA,NA,NA,NA,24,6
10826,Peter Harrison,Peter,Harrison,NA,1941-07-27,27-07,"North Sydney, New South Wales, Australia",9,27
12851,Brian Kowald,Brian,Kowald,Horse,1937-01-17,17-01,"Fairfield, New South Wales, Australia",8,-
10829,Gary Torrens,Gary,Torrens,NA,1942-10-25,25-10,NA,21,9
10865,Chris Armstrong,Chris,Armstrong,NA,1943-03-27,27-03,NA,5,3
10853,Frank Olson,Frank,Olson,NA,NA,NA,NA,14,15
10847,Wayne Stevens,Wayne,Stevens,NA,NA,NA,NA,16,29
11761,Alan Chalker,Alan,Chalker,NA,NA,NA,NA,3,-
11712,Ross Byrne,Ross,Byrne,NA,1941-05-05,05-05,NA,4,-
12366,Alex Gilandas,Alex,Gilandas,NA,NA,NA,NA,4,-
11954,Dick Wells,Dick,Wells,NA,NA,NA,NA,4,-
10872,Les Boyle,Les,Boyle,NA,NA,NA,NA,30,12
6032,Dennis Tutty,Dennis,Tutty,NA,1945-12-29,29-12,NA,154,54
10870,Gwyl Barnes,Gwyl,Barnes,NA,1940-07-08,08-07,NA,43,70
10871,Joe Grainey,Joe,Grainey,NA,NA,NA,NA,19,6
10810,John Cox,John,Cox,NA,NA,NA,NA,28,20
37268,Jim Gibson,Jim,Gibson,NA,NA,NA,NA,1,-
10849,Pat Thomas,Pat,Thomas,NA,NA,NA,"Forbes, New South Wales, Australia",45,24
11667,Robert Browne,Robert,Browne,NA,NA,NA,NA,1,-
11858,Kevin Conroy,Kevin,Conroy,NA,NA,NA,NA,1,-
12295,Ken Flanagan,Ken,Flanagan,NA,1940-02-14,14-02,"Ballina, New South Wales, Australia",12,-
12734,Jeff Simmonds,Jeff,Simmonds,NA,1944-04-27,27-04,"Castlecrag, New South Wales, Australia",10,6
10833,Ted Lawler,Ted,Lawler,NA,NA,NA,NA,3,3
10861,Alan McRitchie,Alan,McRitchie,NA,1940-10-16,16-10,"Kogarah, New South Wales, Australia",51,9
10924,Ed Whiley,Ed,Whiley,NA,1945-03-23,23-03,NA,37,18
10874,Mick Simmons,Mick,Simmons,NA,NA,NA,NA,18,6
12729,Val Shoudra,Val,Shoudra,NA,NA,NA,NA,1,-
11625,Spencer Bragg,Spencer,Bragg,NA,NA,NA,NA,1,-
10987,Bill Jones,Bill,Jones,NA,NA,NA,NA,27,3
11090,Terry Bowles,Terry,Bowles,NA,NA,NA,NA,10,3
10852,Bob Lanigan,Bob,Lanigan,NA,1942-10-01,01-10,NA,67,455
11991,Denis Culpan,Denis,Culpan,NA,NA,NA,NA,1,-
10835,Paul Cross,Paul,Cross,NA,1945-08-15,15-08,NA,112,177
12695,Col Scott,Col,Scott,NA,1941-01-31,31-01,NA,20,-
10851,Bob Moses,Bob,Moses,NA,1940-07-26,26-07,"Newcastle, New South Wales, Australia",110,51
10841,Barry Reynolds,Barry,Reynolds,NA,1944-11-13,13-11,NA,26,21
10857,Ivan Jones,Ivan,Jones,NA,1942-11-10,10-11,NA,71,51
10843,George Taylforth,George,Taylforth,NA,1941-01-25,25-01,"Liverpool, Merseyside, England",121,669
6069,John O'Neill,John,O'Neill,NA,1943-05-09,09-05,"Griffith, New South Wales, Australia",201,42
10837,Arch Brown,Arch,Brown,NA,NA,NA,NA,72,460
10846,Kevin Gentles,Kevin,Gentles,NA,NA,NA,NA,14,9
10850,Gerry Edser,Gerry,Edser,NA,1945-12-08,08-12,NA,20,9
13307,John Poulos,John,Poulos,NA,NA,NA,NA,2,-
11827,Vic Collins,Vic,Collins,NA,NA,NA,NA,29,-
6093,Ken Maddison,Ken,Maddison,NA,1944-03-13,13-03,NA,179,123
10838,David Burns,David,Burns,NA,NA,NA,NA,16,21
10867,Noel Thornton,Noel,Thornton,Sailor,1943-06-03,03-06,"Warwick, Queensland, Australia",78,21
5983,Ken Day,Ken,Day,NA,1936-05-16,16-05,"Caboolture, Queensland, Australia",70,14
5995,Mick Veivers,Mick,Veivers,NA,1939-08-12,12-08,"Southport, Queensland, Australia",66,17
12483,Peter Hanna,Peter,Hanna,NA,NA,NA,NA,7,-
6269,Dave Bolton,Dave,Bolton,NA,1937-04-27,27-04,NA,78,71
13833,Ron Jelley,Ron,Jelley,NA,NA,NA,NA,1,-
10842,Colin Dunn,Colin,Dunn,NA,NA,NA,NA,12,14
14239,Ian Stewart,Ian,Stewart,NA,1944-01-03,03-01,NA,3,-
10940,George McTaggart,George,McTaggart,NA,1942-08-16,16-08,NA,36,15
10845,Alan Heiler,Alan,Heiler,NA,1944-02-14,14-02,NA,41,66
6087,Gary Stevens,Gary,Stevens,NA,1944-01-04,04-01,"Randwick, New South Wales, Australia",186,33
10848,Ross Bullock,Ross,Bullock,NA,NA,NA,NA,33,9
6065,Allan McKean,Allan,McKean,NA,1942-12-11,11-12,"Sydney, New South Wales, Australia",126,915
12371,John Gilligan,John,Gilligan,NA,NA,NA,NA,8,-
10967,John Geraghty,John,Geraghty,NA,1943-01-25,25-01,NA,21,3
10869,John McDonell,John,McDonell,NA,1943-05-13,13-05,"Berry, New South Wales, Australia",161,76
16650,Jim Morgan,Jim,Morgan,NA,1943-06-13,13-06,"Maitland, New South Wales, Australia",110,32
10868,Peter Nobbs,Peter,Nobbs,NA,NA,NA,NA,40,31
12032,Jon Davidson,Jon,Davidson,NA,NA,NA,NA,2,-
6053,Denis Pittard,Denis,Pittard,NA,1945-12-08,08-12,"Melbourne, Victoria, Australia",198,299
12094,Jim Vaughan,Jim,Vaughan,NA,NA,NA,NA,11,-
13407,Ken Romaine,Ken,Romaine,NA,NA,NA,NA,2,-
2937,Warren Ryan,Warren,Ryan,NA,1941-10-27,27-10,NA,25,3
11878,Ray Corkery,Ray,Corkery,NA,1942-03-17,17-03,NA,3,-
10860,Jim Brophy,Jim,Brophy,NA,1940-02-15,15-02,"Gunnedah, New South Wales, Australia",13,6
10854,Ted Heinrich,Ted,Heinrich,NA,1940-06-25,25-06,NA,28,12
6091,Bill Hamilton,Bill,Hamilton,NA,1945-02-12,12-02,NA,260,75
10955,Ray Westwood,Ray,Westwood,NA,NA,NA,NA,44,15
10858,Martin Barnes,Martin,Barnes,NA,NA,NA,NA,4,3
6064,Bob Grant,Bob,Grant,NA,1946-06-05,05-06,NA,141,68
13481,Brian Cottell,Brian,Cottell,NA,NA,NA,NA,1,-
10859,Clive Bryant,Clive,Bryant,NA,NA,NA,NA,19,12
12304,John Floyd,John,Floyd,NA,NA,NA,NA,1,-
13289,Mike Phillips,Mike,Phillips,NA,NA,NA,NA,6,-
10862,Graham Bevan,Graham,Bevan,NA,1945-03-07,07-03,"Petersham, New South Wales, Australia",6,3
12030,John Darby,John,Darby,NA,NA,NA,NA,13,-
10893,Bob Camden,Bob,Camden,NA,NA,NA,NA,31,20
12174,Ron Ellis,Ron,Ellis,NA,1946-09-14,14-09,NA,4,-
10866,Brian Sullivan,Brian,Sullivan,NA,NA,NA,NA,7,6
12723,Rod Shepherd,Rod,Shepherd,NA,NA,NA,NA,1,-
11772,Edward Childs,Edward,Childs,NA,NA,NA,NA,1,-
10943,Paul Hancock,Paul,Hancock,NA,NA,NA,NA,29,3
9841,Jim Hall,Jim,Hall,Honest Jim,1946-09-12,12-09,NA,63,11
6521,Bill Wilson,Bill,Wilson,Mad Dog,NA,NA,NA,2,-
10885,Tony Antunac,Tony,Antunac,NA,NA,NA,"North Sydney, New South Wales, Australia",41,12
28029,Fred Baber,Fred,Baber,NA,NA,NA,NA,1,-
6033,Geoff Connell,Geoff,Connell,NA,1945-10-02,02-10,"Gundagai, New South Wales, Australia",90,10
10896,Barry Bryant,Barry,Bryant,NA,1945-05-23,23-05,"Cowra, New South Wales, Australia",136,75
11696,Peter Burnicle,Peter,Burnicle,NA,1944-05-03,03-05,"Five Dock, New South Wales, Australia",1,-
10972,Frank Puddick,Frank,Puddick,NA,1941-01-24,24-01,NA,22,5
6046,Eric Simms,Eric,Simms,NA,1945-08-02,02-08,"Newcastle, New South Wales, Australia",206,"1,841"
11841,Brian Young,Brian,Young,NA,NA,NA,NA,1,-
6080,George Ambrum,George,Ambrum,NA,1943-02-10,10-02,"Thursday Island, Queensland, Australia",158,164
6047,Bob Fulton,Bob,Fulton,NA,1946-12-01,01-12,"Warrington, Cheshire, England",263,600
10994,Warren Chatfield,Warren,Chatfield,NA,1944-10-09,09-10,"Mosman, New South Wales, Australia",55,15
11024,Ern Gillon,Ern,Gillon,NA,1942-12-12,12-12,NA,79,12
10873,Mike Jones,Mike,Jones,NA,NA,NA,NA,54,24
10876,Kevin Yow Yeh,Kevin,Yow Yeh,NA,NA,NA,NA,41,27
6013,Barry Beath,Barry,Beath,NA,1944-01-01,01-01,"Eugowra, New South Wales, Australia",198,183
13866,John Spencer,John,Spencer,Spook,1946-08-10,10-08,"Sydney, New South Wales, Australia",161,185
1509,Arthur Beetson,Arthur,Beetson,NA,1945-01-22,22-01,"Roma, Queensland, Australia",223,74
10875,Ross Kidd,Ross,Kidd,Grub,1947-07-25,25-07,"Sydney, New South Wales, Australia",52,24
11251,Barry Phillis,Barry,Phillis,NA,1944-12-04,04-12,NA,44,3
14214,Gary Banning,Gary,Banning,NA,NA,NA,NA,2,-
12554,Tom Higham,Tom,Higham,NA,1937-08-07,07-08,NA,16,-
6081,John Elford,John,Elford,Snoozer,1947-03-30,30-03,"Kempsey, New South Wales, Australia",116,42
10879,Ron Raper,Ron,Raper,NA,1945-11-22,22-11,NA,128,177
13124,Bruce McKinney,Bruce,McKinney,NA,1942-10-17,17-10,NA,20,-
10900,Bob Carnegie,Bob,Carnegie,NA,1946-08-15,15-08,NA,97,73
10998,Alan Allison,Alan,Allison,NA,NA,NA,NA,29,6
7451,Len Stacker,Len,Stacker,NA,NA,NA,NA,23,148
10890,Merv Hicks,Merv,Hicks,Pale Whale,1943-12-15,15-12,"Crosskeys, Caerphilly, Wales",98,53
10877,Gil Morgan,Gil,Morgan,NA,1946-09-03,03-09,NA,4,3
10964,Graham Mayhew,Graham,Mayhew,NA,1946-07-26,26-07,NA,48,15
13287,Ron Pheeney,Ron,Pheeney,NA,NA,NA,NA,15,-
11063,Laurie Moraschi,Laurie,Moraschi,NA,1942-12-22,22-12,"Ingham, Queensland, Australia",72,24
